"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ET000063500","1987-09-25","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  195",",,Q"
"ET000063500","1987-09-26","6.083","37.633","1290.0","ARBA MINCH, ET","  273",",,Q","  190",",,Q"
"ET000063500","1987-09-27","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  188",",,Q"
"ET000063500","1987-09-28","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  200",",,Q"
"ET000063500","1987-09-29","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  180",",,Q"
"ET000063500","1987-09-30","6.083","37.633","1290.0","ARBA MINCH, ET","  313",",,Q","  210",",,Q"
"ET000063500","1987-10-01","6.083","37.633","1290.0","ARBA MINCH, ET","  294",",,Q","  185",",,Q"
"ET000063500","1987-10-02","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  175",",,Q"
"ET000063500","1987-10-03","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  170",",,Q"
"ET000063500","1987-10-04","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  200",",,Q"
"ET000063500","1987-10-05","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  175",",,Q"
"ET000063500","1987-10-06","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  180",",,Q"
"ET000063500","1987-10-07","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  192",",,Q"
"ET000063500","1987-10-08","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  192",",,Q"
"ET000063500","1987-10-09","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  190",",,Q"
"ET000063500","1987-10-10","6.083","37.633","1290.0","ARBA MINCH, ET","  274",",,Q","  190",",,Q"
"ET000063500","1987-10-11","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  190",",,Q"
"ET000063500","1987-10-12","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  195",",,Q"
"ET000063500","1987-10-13","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  195",",,Q"
"ET000063500","1987-10-14","6.083","37.633","1290.0","ARBA MINCH, ET","  284",",,Q","  194",",,Q"
"ET000063500","1987-10-15","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  174",",,Q"
"ET000063500","1987-10-16","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  200",",,Q"
"ET000063500","1987-10-17","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  199",",,Q"
"ET000063500","1987-10-18","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  174",",,Q"
"ET000063500","1987-10-19","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  185",",,Q"
"ET000063500","1987-10-20","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  177",",,Q"
"ET000063500","1987-10-21","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  176",",,Q"
"ET000063500","1987-10-22","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  194",",,Q"
"ET000063500","1987-10-23","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  191",",,Q"
"ET000063500","1987-10-24","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  193",",,Q"
"ET000063500","1987-10-25","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  185",",,Q"
"ET000063500","1987-10-26","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  181",",,Q"
"ET000063500","1987-10-27","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  196",",,Q"
"ET000063500","1987-10-28","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  193",",,Q"
"ET000063500","1987-10-29","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  175",",,Q"
"ET000063500","1987-10-30","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  190",",,Q"
"ET000063500","1987-10-31","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  181",",,Q"
"ET000063500","1987-11-01","6.083","37.633","1290.0","ARBA MINCH, ET","  286",",,Q","  178",",,Q"
"ET000063500","1987-11-02","6.083","37.633","1290.0","ARBA MINCH, ET","  274",",,Q","  198",",,Q"
"ET000063500","1987-11-03","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  196",",,Q"
"ET000063500","1987-11-04","6.083","37.633","1290.0","ARBA MINCH, ET","  305",",,Q","  198",",,Q"
"ET000063500","1987-11-05","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  210",",,Q"
"ET000063500","1987-11-06","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  178",",,Q"
"ET000063500","1987-11-07","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  165",",,Q"
"ET000063500","1987-11-08","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  175",",,Q"
"ET000063500","1987-11-09","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  172",",,Q"
"ET000063500","1987-11-10","6.083","37.633","1290.0","ARBA MINCH, ET","  313",",,Q","  165",",,Q"
"ET000063500","1987-11-11","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  176",",,Q"
"ET000063500","1987-11-12","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  160",",,Q"
"ET000063500","1987-11-13","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  176",",,Q"
"ET000063500","1987-11-14","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  165",",,Q"
"ET000063500","1987-11-15","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  162",",,Q"
"ET000063500","1987-11-16","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  158",",,Q"
"ET000063500","1987-11-17","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  152",",,Q"
"ET000063500","1987-11-18","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  167",",,Q"
"ET000063500","1987-11-19","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  170",",,Q"
"ET000063500","1987-11-20","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  202",",,Q"
"ET000063500","1987-11-21","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  205",",,Q"
"ET000063500","1987-11-22","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  180",",,Q"
"ET000063500","1987-11-23","6.083","37.633","1290.0","ARBA MINCH, ET","  305",",,Q","  198",",,Q"
"ET000063500","1987-11-24","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  186",",,Q"
"ET000063500","1987-11-25","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  156",",,Q"
"ET000063500","1987-11-26","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  152",",,Q"
"ET000063500","1987-11-27","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  155",",,Q"
"ET000063500","1987-11-28","6.083","37.633","1290.0","ARBA MINCH, ET","  327",",,Q","  164",",,Q"
"ET000063500","1987-11-29","6.083","37.633","1290.0","ARBA MINCH, ET","  323",",,Q","  160",",,Q"
"ET000063500","1987-11-30","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  160",",,Q"
"ET000063500","1987-12-01","6.083","37.633","1290.0","ARBA MINCH, ET","  324",",,Q","  172",",,Q"
"ET000063500","1987-12-02","6.083","37.633","1290.0","ARBA MINCH, ET","  327",",,Q","  179",",,Q"
"ET000063500","1987-12-03","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  180",",,Q"
"ET000063500","1987-12-04","6.083","37.633","1290.0","ARBA MINCH, ET","  326",",,Q","  186",",,Q"
"ET000063500","1987-12-05","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  186",",,Q"
"ET000063500","1987-12-06","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  202",",,Q"
"ET000063500","1987-12-07","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  202",",,Q"
"ET000063500","1987-12-08","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  202",",,Q"
"ET000063500","1987-12-09","6.083","37.633","1290.0","ARBA MINCH, ET","  298",",,Q","  190",",,Q"
"ET000063500","1987-12-10","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  186",",,Q"
"ET000063500","1987-12-11","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  180",",,Q"
"ET000063500","1987-12-12","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  152",",,Q"
"ET000063500","1987-12-13","6.083","37.633","1290.0","ARBA MINCH, ET","  318",",,Q","  138",",,Q"
"ET000063500","1987-12-14","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  148",",,Q"
"ET000063500","1987-12-15","6.083","37.633","1290.0","ARBA MINCH, ET","  318",",,Q","  148",",,Q"
"ET000063500","1987-12-16","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  144",",,Q"
"ET000063500","1987-12-17","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  140",",,Q"
"ET000063500","1987-12-18","6.083","37.633","1290.0","ARBA MINCH, ET","  329",",,Q","  134",",,Q"
"ET000063500","1987-12-19","6.083","37.633","1290.0","ARBA MINCH, ET","  329",",,Q","  157",",,Q"
"ET000063500","1987-12-20","6.083","37.633","1290.0","ARBA MINCH, ET","  328",",,Q","  177",",,Q"
"ET000063500","1987-12-21","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  182",",,Q"
"ET000063500","1987-12-22","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  168",",,Q"
"ET000063500","1987-12-23","6.083","37.633","1290.0","ARBA MINCH, ET","  337",",,Q","  160",",,Q"
"ET000063500","1987-12-24","6.083","37.633","1290.0","ARBA MINCH, ET","  326",",,Q","  175",",,Q"
"ET000063500","1987-12-25","6.083","37.633","1290.0","ARBA MINCH, ET","  330",",,Q","  153",",,Q"
"ET000063500","1987-12-26","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  171",",,Q"
"ET000063500","1987-12-27","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  190",",,Q"
"ET000063500","1987-12-28","6.083","37.633","1290.0","ARBA MINCH, ET","  328",",,Q","  156",",,Q"
"ET000063500","1987-12-29","6.083","37.633","1290.0","ARBA MINCH, ET","  346",",,Q","  173",",,Q"
"ET000063500","1987-12-30","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  166",",,Q"
"ET000063500","1987-12-31","6.083","37.633","1290.0","ARBA MINCH, ET","  338",",,Q","  170",",,Q"
"ET000063500","1988-01-01","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  200",",,Q"
"ET000063500","1988-01-02","6.083","37.633","1290.0","ARBA MINCH, ET","  292",",,Q","  195",",,Q"
"ET000063500","1988-01-03","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  185",",,Q"
"ET000063500","1988-01-04","6.083","37.633","1290.0","ARBA MINCH, ET","  324",",,Q","  177",",,Q"
"ET000063500","1988-01-05","6.083","37.633","1290.0","ARBA MINCH, ET","  324",",,Q","  176",",,Q"
"ET000063500","1988-01-06","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  170",",,Q"
"ET000063500","1988-01-07","6.083","37.633","1290.0","ARBA MINCH, ET","  336",",,Q","  208",",,Q"
"ET000063500","1988-01-08","6.083","37.633","1290.0","ARBA MINCH, ET","  330",",,Q","  220",",,Q"
"ET000063500","1988-01-09","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  215",",,Q"
"ET000063500","1988-01-10","6.083","37.633","1290.0","ARBA MINCH, ET","  223",",,Q","  223",",,Q"
"ET000063500","1988-01-11","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  220",",,Q"
"ET000063500","1988-01-12","6.083","37.633","1290.0","ARBA MINCH, ET","  334",",,Q","  197",",,Q"
"ET000063500","1988-01-13","6.083","37.633","1290.0","ARBA MINCH, ET","  326",",,Q","  184",",,Q"
"ET000063500","1988-01-14","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  207",",,Q"
"ET000063500","1988-01-15","6.083","37.633","1290.0","ARBA MINCH, ET","  324",",,Q","  220",",,Q"
"ET000063500","1988-01-16","6.083","37.633","1290.0","ARBA MINCH, ET","  335",",,Q","  226",",,Q"
"ET000063500","1988-01-17","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  190",",,Q"
"ET000063500","1988-01-18","6.083","37.633","1290.0","ARBA MINCH, ET","  273",",,Q","  179",",,Q"
"ET000063500","1988-01-19","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  185",",,Q"
"ET000063500","1988-01-20","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  200",",,Q"
"ET000063500","1988-01-21","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  184",",,Q"
"ET000063500","1988-01-22","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  185",",,Q"
"ET000063500","1988-01-23","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  216",",,Q"
"ET000063500","1988-01-24","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  175",",,Q"
"ET000063500","1988-01-25","6.083","37.633","1290.0","ARBA MINCH, ET","  330",",,Q","  174",",,Q"
"ET000063500","1988-01-26","6.083","37.633","1290.0","ARBA MINCH, ET","  337",",,Q","  176",",,Q"
"ET000063500","1988-01-27","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  158",",,Q"
"ET000063500","1988-01-28","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  158",",,Q"
"ET000063500","1988-01-29","6.083","37.633","1290.0","ARBA MINCH, ET","  332",",,Q","  148",",,Q"
"ET000063500","1988-01-30","6.083","37.633","1290.0","ARBA MINCH, ET","  330",",,Q","  223",",,Q"
"ET000063500","1988-01-31","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  207",",,Q"
"ET000063500","1988-02-01","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  216",",,Q"
"ET000063500","1988-02-02","6.083","37.633","1290.0","ARBA MINCH, ET","  326",",,Q","  180",",,Q"
"ET000063500","1988-02-03","6.083","37.633","1290.0","ARBA MINCH, ET","  346",",,Q","  192",",,Q"
"ET000063500","1988-02-04","6.083","37.633","1290.0","ARBA MINCH, ET","  245",",,Q","  227",",,Q"
"ET000063500","1988-02-05","6.083","37.633","1290.0","ARBA MINCH, ET","  335",",,Q","  200",",,Q"
"ET000063500","1988-02-06","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  158",",,Q"
"ET000063500","1988-02-07","6.083","37.633","1290.0","ARBA MINCH, ET","  336",",,Q","  204",",,Q"
"ET000063500","1988-02-08","6.083","37.633","1290.0","ARBA MINCH, ET","  360",",,Q","  175",",,Q"
"ET000063500","1988-02-09","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  227",",,Q"
"ET000063500","1988-02-10","6.083","37.633","1290.0","ARBA MINCH, ET","  331",",,Q","  204",",,Q"
"ET000063500","1988-02-11","6.083","37.633","1290.0","ARBA MINCH, ET","  338",",,Q","  203",",,Q"
"ET000063500","1988-02-12","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  220",",,Q"
"ET000063500","1988-02-13","6.083","37.633","1290.0","ARBA MINCH, ET","  344",",,Q","  212",",,Q"
"ET000063500","1988-02-14","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  184",",,Q"
"ET000063500","1988-02-15","6.083","37.633","1290.0","ARBA MINCH, ET","  305",",,Q","  185",",,Q"
"ET000063500","1988-02-16","6.083","37.633","1290.0","ARBA MINCH, ET","  325",",,Q","  188",",,Q"
"ET000063500","1988-02-17","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  186",",,Q"
"ET000063500","1988-02-18","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  218",",,Q"
"ET000063500","1988-02-19","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  166",",,Q"
"ET000063500","1988-02-20","6.083","37.633","1290.0","ARBA MINCH, ET","  336",",,Q","  185",",,Q"
"ET000063500","1988-02-21","6.083","37.633","1290.0","ARBA MINCH, ET","  327",",,Q","  202",",,Q"
"ET000063500","1988-02-22","6.083","37.633","1290.0","ARBA MINCH, ET","  343",",,Q","  202",",,Q"
"ET000063500","1988-02-23","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  192",",,Q"
"ET000063500","1988-02-24","6.083","37.633","1290.0","ARBA MINCH, ET","  326",",,Q","  206",",,Q"
"ET000063500","1988-02-25","6.083","37.633","1290.0","ARBA MINCH, ET","  332",",,Q","  195",",,Q"
"ET000063500","1988-02-26","6.083","37.633","1290.0","ARBA MINCH, ET","  342",",,Q","  204",",,Q"
"ET000063500","1988-02-27","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  202",",,Q"
"ET000063500","1988-02-28","6.083","37.633","1290.0","ARBA MINCH, ET","  346",",,Q","  233",",,Q"
"ET000063500","1988-02-29","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  224",",,Q"
"ET000063500","1988-03-01","6.083","37.633","1290.0","ARBA MINCH, ET","  350",",,Q","  194",",,Q"
"ET000063500","1988-03-02","6.083","37.633","1290.0","ARBA MINCH, ET","  348",",,Q","  244",",,Q"
"ET000063500","1988-03-03","6.083","37.633","1290.0","ARBA MINCH, ET","  329",",,Q","  197",",,Q"
"ET000063500","1988-03-04","6.083","37.633","1290.0","ARBA MINCH, ET","  346",",,Q","  217",",,Q"
"ET000063500","1988-03-05","6.083","37.633","1290.0","ARBA MINCH, ET","  333",",,Q","  217",",,Q"
"ET000063500","1988-03-06","6.083","37.633","1290.0","ARBA MINCH, ET","  342",",,Q","  185",",,Q"
"ET000063500","1988-03-07","6.083","37.633","1290.0","ARBA MINCH, ET","  348",",,Q","  205",",,Q"
"ET000063500","1988-03-08","6.083","37.633","1290.0","ARBA MINCH, ET","  355",",,Q","  210",",,Q"
"ET000063500","1988-03-09","6.083","37.633","1290.0","ARBA MINCH, ET","  353",",,Q","  240",",,Q"
"ET000063500","1988-03-10","6.083","37.633","1290.0","ARBA MINCH, ET","  248",",,Q","  200",",,Q"
"ET000063500","1988-03-11","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  190",",,Q"
"ET000063500","1988-03-12","6.083","37.633","1290.0","ARBA MINCH, ET","  350",",,Q","  182",",,Q"
"ET000063500","1988-03-13","6.083","37.633","1290.0","ARBA MINCH, ET","  350",",,Q","  189",",,Q"
"ET000063500","1988-03-14","6.083","37.633","1290.0","ARBA MINCH, ET","  342",",,Q","  220",",,Q"
"ET000063500","1988-03-15","6.083","37.633","1290.0","ARBA MINCH, ET","  344",",,Q","  210",",,Q"
"ET000063500","1988-03-16","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  184",",,Q"
"ET000063500","1988-03-17","6.083","37.633","1290.0","ARBA MINCH, ET","  335",",,Q","  193",",,Q"
"ET000063500","1988-03-18","6.083","37.633","1290.0","ARBA MINCH, ET","  342",",,Q","  210",",,Q"
"ET000063500","1988-03-19","6.083","37.633","1290.0","ARBA MINCH, ET","  338",",,Q","  205",",,Q"
"ET000063500","1988-03-20","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  215",",,Q"
"ET000063500","1988-03-21","6.083","37.633","1290.0","ARBA MINCH, ET","  335",",,Q","  220",",,Q"
"ET000063500","1988-03-22","6.083","37.633","1290.0","ARBA MINCH, ET","  353",",,Q","  217",",,Q"
"ET000063500","1988-03-23","6.083","37.633","1290.0","ARBA MINCH, ET","  359",",,Q","  220",",,Q"
"ET000063500","1988-03-24","6.083","37.633","1290.0","ARBA MINCH, ET","  343",",,Q","  210",",,Q"
"ET000063500","1988-03-25","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  190",",,Q"
"ET000063500","1988-03-26","6.083","37.633","1290.0","ARBA MINCH, ET","  322",",,Q","  193",",,Q"
"ET000063500","1988-03-27","6.083","37.633","1290.0","ARBA MINCH, ET","  343",",,Q","  223",",,Q"
"ET000063500","1988-03-28","6.083","37.633","1290.0","ARBA MINCH, ET","  337",",,Q","  195",",,Q"
"ET000063500","1988-03-29","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  196",",,Q"
"ET000063500","1988-03-30","6.083","37.633","1290.0","ARBA MINCH, ET","  347",",,Q","  182",",,Q"
"ET000063500","1988-03-31","6.083","37.633","1290.0","ARBA MINCH, ET","  348",",,Q","  190",",,Q"
"ET000063500","1988-04-01","6.083","37.633","1290.0","ARBA MINCH, ET","  354",",,Q","  197",",,Q"
"ET000063500","1988-04-02","6.083","37.633","1290.0","ARBA MINCH, ET","  355",",,Q","  222",",,Q"
"ET000063500","1988-04-03","6.083","37.633","1290.0","ARBA MINCH, ET","  355",",,Q","  200",",,Q"
"ET000063500","1988-04-04","6.083","37.633","1290.0","ARBA MINCH, ET","  253",",,Q","  206",",,Q"
"ET000063500","1988-04-05","6.083","37.633","1290.0","ARBA MINCH, ET","  340",",,Q","  205",",,Q"
"ET000063500","1988-04-06","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  205",",,Q"
"ET000063500","1988-04-07","6.083","37.633","1290.0","ARBA MINCH, ET","  345",",,Q","  202",",,Q"
"ET000063500","1988-04-08","6.083","37.633","1290.0","ARBA MINCH, ET","  316",",,Q","  197",",,Q"
"ET000063500","1988-04-09","6.083","37.633","1290.0","ARBA MINCH, ET","  318",",,Q","  205",",,Q"
"ET000063500","1988-04-10","6.083","37.633","1290.0","ARBA MINCH, ET","  319",",,Q","  217",",,Q"
"ET000063500","1988-04-11","6.083","37.633","1290.0","ARBA MINCH, ET","  321",",,Q","  185",",,Q"
"ET000063500","1988-04-12","6.083","37.633","1290.0","ARBA MINCH, ET","  344",",,Q","  195",",,Q"
"ET000063500","1988-04-13","6.083","37.633","1290.0","ARBA MINCH, ET","  344",",,Q","  227",",,Q"
"ET000063500","1988-04-14","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  185",",,Q"
"ET000063500","1988-04-15","6.083","37.633","1290.0","ARBA MINCH, ET","  284",",,Q","  206",",,Q"
"ET000063500","1988-04-16","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  213",",,Q"
"ET000063500","1988-04-17","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  190",",,Q"
"ET000063500","1988-04-18","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  186",",,Q"
"ET000063500","1988-04-19","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  196",",,Q"
"ET000063500","1988-04-20","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  167",",,Q"
"ET000063500","1988-04-21","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  205",",,Q"
"ET000063500","1988-04-22","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  204",",,Q"
"ET000063500","1988-04-23","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  184",",,Q"
"ET000063500","1988-04-24","6.083","37.633","1290.0","ARBA MINCH, ET","  269",",,Q","  175",",,Q"
"ET000063500","1988-04-25","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  165",",,Q"
"ET000063500","1988-04-26","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  185",",,Q"
"ET000063500","1988-04-27","6.083","37.633","1290.0","ARBA MINCH, ET","  262",",,Q","  190",",,Q"
"ET000063500","1988-04-28","6.083","37.633","1290.0","ARBA MINCH, ET","  260",",,Q","  200",",,Q"
"ET000063500","1988-04-29","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  186",",,Q"
"ET000063500","1988-04-30","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  165",",,Q"
"ET000063500","1988-05-01","6.083","37.633","1290.0","ARBA MINCH, ET","  255",",,Q","  183",",,Q"
"ET000063500","1988-05-02","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  180",",,Q"
"ET000063500","1988-05-03","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  184",",,Q"
"ET000063500","1988-05-04","6.083","37.633","1290.0","ARBA MINCH, ET","  281",",,Q","  207",",,Q"
"ET000063500","1988-05-05","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  193",",,Q"
"ET000063500","1988-05-06","6.083","37.633","1290.0","ARBA MINCH, ET","  265",",,Q","  196",",,Q"
"ET000063500","1988-05-07","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  194",",,Q"
"ET000063500","1988-05-08","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  186",",,Q"
"ET000063500","1988-05-09","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  190",",,Q"
"ET000063500","1988-05-10","6.083","37.633","1290.0","ARBA MINCH, ET","  284",",,Q","  185",",,Q"
"ET000063500","1988-05-11","6.083","37.633","1290.0","ARBA MINCH, ET","  279",",,Q","  207",",,Q"
"ET000063500","1988-05-12","6.083","37.633","1290.0","ARBA MINCH, ET","  265",",,Q","  200",",,Q"
"ET000063500","1988-05-13","6.083","37.633","1290.0","ARBA MINCH, ET","  265",",,Q","  184",",,Q"
