"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ET000063500","1988-05-14","6.083","37.633","1290.0","ARBA MINCH, ET","  236",",,Q","  188",",,Q"
"ET000063500","1988-05-15","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  188",",,Q"
"ET000063500","1988-05-16","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  194",",,Q"
"ET000063500","1988-05-17","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  206",",,Q"
"ET000063500","1988-05-18","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  210",",,Q"
"ET000063500","1988-05-19","6.083","37.633","1290.0","ARBA MINCH, ET","  273",",,Q","  174",",,Q"
"ET000063500","1988-05-20","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  177",",,Q"
"ET000063500","1988-05-21","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  180",",,Q"
"ET000063500","1988-05-22","6.083","37.633","1290.0","ARBA MINCH, ET","  274",",,Q","  188",",,Q"
"ET000063500","1988-05-23","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  175",",,Q"
"ET000063500","1988-05-24","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  176",",,Q"
"ET000063500","1988-05-25","6.083","37.633","1290.0","ARBA MINCH, ET","  282",",,Q","  197",",,Q"
"ET000063500","1988-05-26","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  203",",,Q"
"ET000063500","1988-05-27","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  214",",,Q"
"ET000063500","1988-05-28","6.083","37.633","1290.0","ARBA MINCH, ET","  286",",,Q","  183",",,Q"
"ET000063500","1988-05-29","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  186",",,Q"
"ET000063500","1988-05-30","6.083","37.633","1290.0","ARBA MINCH, ET","  292",",,Q","  206",",,Q"
"ET000063500","1988-05-31","6.083","37.633","1290.0","ARBA MINCH, ET","  294",",,Q","  217",",,Q"
"ET000063500","1988-06-01","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  198",",,Q"
"ET000063500","1988-06-02","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  202",",,Q"
"ET000063500","1988-06-03","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  202",",,Q"
"ET000063500","1988-06-04","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  193",",,Q"
"ET000063500","1988-06-05","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  185",",,Q"
"ET000063500","1988-06-06","6.083","37.633","1290.0","ARBA MINCH, ET","  273",",,Q","  204",",,Q"
"ET000063500","1988-06-07","6.083","37.633","1290.0","ARBA MINCH, ET","  256",",,Q","  180",",,Q"
"ET000063500","1988-06-08","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  184",",,Q"
"ET000063500","1988-06-09","6.083","37.633","1290.0","ARBA MINCH, ET","  270",",,Q","  162",",,Q"
"ET000063500","1988-06-10","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  187",",,Q"
"ET000063500","1988-06-11","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  192",",,Q"
"ET000063500","1988-06-12","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  180",",,Q"
"ET000063500","1988-06-13","6.083","37.633","1290.0","ARBA MINCH, ET","  259",",,Q","  184",",,Q"
"ET000063500","1988-06-14","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  185",",,Q"
"ET000063500","1988-06-15","6.083","37.633","1290.0","ARBA MINCH, ET","  282",",,Q","  196",",,Q"
"ET000063500","1988-06-16","6.083","37.633","1290.0","ARBA MINCH, ET","  259",",,Q","  210",",,Q"
"ET000063500","1988-06-17","6.083","37.633","1290.0","ARBA MINCH, ET","  271",",,Q","  168",",,Q"
"ET000063500","1988-06-18","6.083","37.633","1290.0","ARBA MINCH, ET","  270",",,Q","  201",",,Q"
"ET000063500","1988-06-19","6.083","37.633","1290.0","ARBA MINCH, ET","  265",",,Q","  190",",,Q"
"ET000063500","1988-06-20","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  153",",,Q"
"ET000063500","1988-06-21","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  189",",,Q"
"ET000063500","1988-06-22","6.083","37.633","1290.0","ARBA MINCH, ET","  291",",,Q","  158",",,Q"
"ET000063500","1988-06-23","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  170",",,Q"
"ET000063500","1988-06-24","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  206",",,Q"
"ET000063500","1988-06-25","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  180",",,Q"
"ET000063500","1988-06-26","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  192",",,Q"
"ET000063500","1988-06-27","6.083","37.633","1290.0","ARBA MINCH, ET","  264",",,Q","  170",",,Q"
"ET000063500","1988-06-28","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  180",",,Q"
"ET000063500","1988-06-29","6.083","37.633","1290.0","ARBA MINCH, ET","  271",",,Q","  175",",,Q"
"ET000063500","1988-06-30","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  189",",,Q"
"ET000063500","1988-07-01","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  175",",,Q"
"ET000063500","1988-07-02","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  191",",,Q"
"ET000063500","1988-07-03","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  174",",,Q"
"ET000063500","1988-07-04","6.083","37.633","1290.0","ARBA MINCH, ET","  254",",,Q","  175",",,Q"
"ET000063500","1988-07-05","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  168",",,Q"
"ET000063500","1988-07-06","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  204",",,Q"
"ET000063500","1988-07-07","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  189",",,Q"
"ET000063500","1988-07-08","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  204",",,Q"
"ET000063500","1988-07-09","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  203",",,Q"
"ET000063500","1988-07-10","6.083","37.633","1290.0","ARBA MINCH, ET","  291",",,Q","  200",",,Q"
"ET000063500","1988-07-11","6.083","37.633","1290.0","ARBA MINCH, ET","  266",",,Q","  193",",,Q"
"ET000063500","1988-07-12","6.083","37.633","1290.0","ARBA MINCH, ET","  248",",,Q","  197",",,Q"
"ET000063500","1988-07-13","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  157",",,Q"
"ET000063500","1988-07-14","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  195",",,Q"
"ET000063500","1988-07-15","6.083","37.633","1290.0","ARBA MINCH, ET","  236",",,Q","  185",",,Q"
"ET000063500","1988-07-16","6.083","37.633","1290.0","ARBA MINCH, ET","  224",",,Q","  174",",,Q"
"ET000063500","1988-07-17","6.083","37.633","1290.0","ARBA MINCH, ET","  215",",,Q","  165",",,Q"
"ET000063500","1988-07-18","6.083","37.633","1290.0","ARBA MINCH, ET","  238",",,Q","  176",",,Q"
"ET000063500","1988-07-19","6.083","37.633","1290.0","ARBA MINCH, ET","  263",",,Q","  165",",,Q"
"ET000063500","1988-07-20","6.083","37.633","1290.0","ARBA MINCH, ET","  247",",,Q","  157",",,Q"
"ET000063500","1988-07-21","6.083","37.633","1290.0","ARBA MINCH, ET","  250",",,Q","  171",",,Q"
"ET000063500","1988-07-22","6.083","37.633","1290.0","ARBA MINCH, ET","  279",",,Q","  155",",,Q"
"ET000063500","1988-07-23","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  190",",,Q"
"ET000063500","1988-07-24","6.083","37.633","1290.0","ARBA MINCH, ET","  255",",,Q","  190",",,Q"
"ET000063500","1988-07-25","6.083","37.633","1290.0","ARBA MINCH, ET","  247",",,Q","  170",",,Q"
"ET000063500","1988-07-26","6.083","37.633","1290.0","ARBA MINCH, ET","  246",",,Q","  174",",,Q"
"ET000063500","1988-07-27","6.083","37.633","1290.0","ARBA MINCH, ET","  231",",,Q","  191",",,Q"
"ET000063500","1988-07-28","6.083","37.633","1290.0","ARBA MINCH, ET","  232",",,Q","  184",",,Q"
"ET000063500","1988-07-29","6.083","37.633","1290.0","ARBA MINCH, ET","  264",",,Q","  174",",,Q"
"ET000063500","1988-07-30","6.083","37.633","1290.0","ARBA MINCH, ET","  253",",,Q","  175",",,Q"
"ET000063500","1988-07-31","6.083","37.633","1290.0","ARBA MINCH, ET","  227",",,Q","  177",",,Q"
"ET000063500","1988-08-01","6.083","37.633","1290.0","ARBA MINCH, ET","  244",",,Q","  178",",,Q"
"ET000063500","1988-08-02","6.083","37.633","1290.0","ARBA MINCH, ET","  272",",,Q","  175",",,Q"
"ET000063500","1988-08-03","6.083","37.633","1290.0","ARBA MINCH, ET","  263",",,Q","  180",",,Q"
"ET000063500","1988-08-04","6.083","37.633","1290.0","ARBA MINCH, ET","  237",",,Q","  177",",,Q"
"ET000063500","1988-08-05","6.083","37.633","1290.0","ARBA MINCH, ET","  237",",,Q","  175",",,Q"
"ET000063500","1988-08-06","6.083","37.633","1290.0","ARBA MINCH, ET","  264",",,Q","  175",",,Q"
"ET000063500","1988-08-07","6.083","37.633","1290.0","ARBA MINCH, ET","  245",",,Q","  171",",,Q"
"ET000063500","1988-08-08","6.083","37.633","1290.0","ARBA MINCH, ET","  266",",,Q","  180",",,Q"
"ET000063500","1988-08-09","6.083","37.633","1290.0","ARBA MINCH, ET","  263",",,Q","  185",",,Q"
"ET000063500","1988-08-10","6.083","37.633","1290.0","ARBA MINCH, ET","  270",",,Q","  175",",,Q"
"ET000063500","1988-08-11","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  186",",,Q"
"ET000063500","1988-08-12","6.083","37.633","1290.0","ARBA MINCH, ET","  270",",,Q","  190",",,Q"
"ET000063500","1988-08-13","6.083","37.633","1290.0","ARBA MINCH, ET","  256",",,Q","  179",",,Q"
"ET000063500","1988-08-14","6.083","37.633","1290.0","ARBA MINCH, ET","  266",",,Q","  168",",,Q"
"ET000063500","1988-08-15","6.083","37.633","1290.0","ARBA MINCH, ET","  272",",,Q","  184",",,Q"
"ET000063500","1988-08-16","6.083","37.633","1290.0","ARBA MINCH, ET","  273",",,Q","  190",",,Q"
"ET000063500","1988-08-17","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  180",",,Q"
"ET000063500","1988-08-18","6.083","37.633","1290.0","ARBA MINCH, ET","  264",",,Q","  172",",,Q"
"ET000063500","1988-08-19","6.083","37.633","1290.0","ARBA MINCH, ET","  248",",,Q","  160",",,Q"
"ET000063500","1988-08-20","6.083","37.633","1290.0","ARBA MINCH, ET","  266",",,Q","  170",",,Q"
"ET000063500","1988-08-21","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  184",",,Q"
"ET000063500","1988-08-22","6.083","37.633","1290.0","ARBA MINCH, ET","  260",",,Q","  179",",,Q"
"ET000063500","1988-08-23","6.083","37.633","1290.0","ARBA MINCH, ET","  274",",,Q","  185",",,Q"
"ET000063500","1988-08-24","6.083","37.633","1290.0","ARBA MINCH, ET","  264",",,Q","  190",",,Q"
"ET000063500","1988-08-25","6.083","37.633","1290.0","ARBA MINCH, ET","  262",",,Q","  176",",,Q"
"ET000063500","1988-08-26","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  165",",,Q"
"ET000063500","1988-08-27","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  180",",,Q"
"ET000063500","1988-08-28","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  162",",,Q"
"ET000063500","1988-08-29","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  174",",,Q"
"ET000063500","1988-08-30","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  160",",,Q"
"ET000063500","1988-08-31","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  205",",,Q"
"ET000063500","1988-09-01","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  155",",,Q"
"ET000063500","1988-09-02","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  217",",,Q"
"ET000063500","1988-09-03","6.083","37.633","1290.0","ARBA MINCH, ET","  274",",,Q","  190",",,Q"
"ET000063500","1988-09-04","6.083","37.633","1290.0","ARBA MINCH, ET","  244",",,Q","  184",",,Q"
"ET000063500","1988-09-05","6.083","37.633","1290.0","ARBA MINCH, ET","  282",",,Q","  187",",,Q"
"ET000063500","1988-09-06","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  187",",,Q"
"ET000063500","1988-09-07","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  178",",,Q"
"ET000063500","1988-09-08","6.083","37.633","1290.0","ARBA MINCH, ET","  278",",,Q","  180",",,Q"
"ET000063500","1988-09-09","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  193",",,Q"
"ET000063500","1988-09-10","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  167",",,Q"
"ET000063500","1988-09-11","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  189",",,Q"
"ET000063500","1988-09-12","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  180",",,Q"
"ET000063500","1988-09-13","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  170",",,Q"
"ET000063500","1988-09-14","6.083","37.633","1290.0","ARBA MINCH, ET","  267",",,Q","  184",",,Q"
"ET000063500","1988-09-15","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  186",",,Q"
"ET000063500","1988-09-16","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  150",",,Q"
"ET000063500","1988-09-17","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  174",",,Q"
"ET000063500","1988-09-18","6.083","37.633","1290.0","ARBA MINCH, ET","  294",",,Q","  171",",,Q"
"ET000063500","1988-09-19","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  188",",,Q"
"ET000063500","1988-09-20","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  164",",,Q"
"ET000063500","1988-09-21","6.083","37.633","1290.0","ARBA MINCH, ET","  256",",,Q","  176",",,Q"
"ET000063500","1988-09-22","6.083","37.633","1290.0","ARBA MINCH, ET","  282",",,Q","  165",",,Q"
"ET000063500","1988-09-23","6.083","37.633","1290.0","ARBA MINCH, ET","  257",",,Q","  175",",,Q"
"ET000063500","1988-09-24","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  179",",,Q"
"ET000063500","1988-09-25","6.083","37.633","1290.0","ARBA MINCH, ET","  286",",,Q","  179",",,Q"
"ET000063500","1988-09-26","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  176",",,Q"
"ET000063500","1988-09-27","6.083","37.633","1290.0","ARBA MINCH, ET","  280",",,Q","  190",",,Q"
"ET000063500","1988-09-28","6.083","37.633","1290.0","ARBA MINCH, ET","  289",",,Q","  180",",,Q"
"ET000063500","1988-09-29","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  180",",,Q"
"ET000063500","1988-09-30","6.083","37.633","1290.0","ARBA MINCH, ET","  275",",,Q","  177",",,Q"
"ET000063500","1988-10-01","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  176",",,Q"
"ET000063500","1988-10-02","6.083","37.633","1290.0","ARBA MINCH, ET","  295",",,Q","  194",",,Q"
"ET000063500","1988-10-03","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  188",",,Q"
"ET000063500","1988-10-04","6.083","37.633","1290.0","ARBA MINCH, ET","  255",",,Q","  164",",,Q"
"ET000063500","1988-10-05","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  177",",,Q"
"ET000063500","1988-10-06","6.083","37.633","1290.0","ARBA MINCH, ET","  277",",,Q","  172",",,Q"
"ET000063500","1988-10-07","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  175",",,Q"
"ET000063500","1988-10-08","6.083","37.633","1290.0","ARBA MINCH, ET","  288",",,Q","  170",",,Q"
"ET000063500","1988-10-09","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  191",",,Q"
"ET000063500","1988-10-10","6.083","37.633","1290.0","ARBA MINCH, ET","  284",",,Q","  175",",,Q"
"ET000063500","1988-10-11","6.083","37.633","1290.0","ARBA MINCH, ET","  286",",,Q","  187",",,Q"
"ET000063500","1988-10-12","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  185",",,Q"
"ET000063500","1988-10-13","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  180",",,Q"
"ET000063500","1988-10-14","6.083","37.633","1290.0","ARBA MINCH, ET","  268",",,Q","  196",",,Q"
"ET000063500","1988-10-15","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  170",",,Q"
"ET000063500","1988-10-16","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  193",",,Q"
"ET000063500","1988-10-17","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  160",",,Q"
"ET000063500","1988-10-18","6.083","37.633","1290.0","ARBA MINCH, ET","  272",",,Q","  190",",,Q"
"ET000063500","1988-10-19","6.083","37.633","1290.0","ARBA MINCH, ET","  276",",,Q","  170",",,Q"
"ET000063500","1988-10-20","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  156",",,Q"
"ET000063500","1988-10-21","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  173",",,Q"
"ET000063500","1988-10-22","6.083","37.633","1290.0","ARBA MINCH, ET","  283",",,Q","  175",",,Q"
"ET000063500","1988-10-23","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  166",",,Q"
"ET000063500","1988-10-24","6.083","37.633","1290.0","ARBA MINCH, ET","  284",",,Q","  154",",,Q"
"ET000063500","1988-10-25","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  170",",,Q"
"ET000063500","1988-10-26","6.083","37.633","1290.0","ARBA MINCH, ET","  298",",,Q","  170",",,Q"
"ET000063500","1988-10-27","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  180",",,Q"
"ET000063500","1988-10-28","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  189",",,Q"
"ET000063500","1988-10-29","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  184",",,Q"
"ET000063500","1988-10-30","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  160",",,Q"
"ET000063500","1988-10-31","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  166",",,Q"
"ET000063500","1988-11-01","6.083","37.633","1290.0","ARBA MINCH, ET","  301",",,Q","  172",",,Q"
"ET000063500","1988-11-02","6.083","37.633","1290.0","ARBA MINCH, ET","  285",",,Q","  195",",,Q"
"ET000063500","1988-11-03","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  160",",,Q"
"ET000063500","1988-11-04","6.083","37.633","1290.0","ARBA MINCH, ET","  287",",,Q","  179",",,Q"
"ET000063500","1988-11-05","6.083","37.633","1290.0","ARBA MINCH, ET","  292",",,Q","  180",",,Q"
"ET000063500","1988-11-06","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  166",",,Q"
"ET000063500","1988-11-07","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  149",",,Q"
"ET000063500","1988-11-08","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  140",",,Q"
"ET000063500","1988-11-09","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  145",",,Q"
"ET000063500","1988-11-10","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  133",",,Q"
"ET000063500","1988-11-11","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  144",",,Q"
"ET000063500","1988-11-12","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  150",",,Q"
"ET000063500","1988-11-13","6.083","37.633","1290.0","ARBA MINCH, ET","  305",",,Q","  174",",,Q"
"ET000063500","1988-11-14","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  179",",,Q"
"ET000063500","1988-11-15","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  193",",,Q"
"ET000063500","1988-11-16","6.083","37.633","1290.0","ARBA MINCH, ET","  293",",,Q","  165",",,Q"
"ET000063500","1988-11-17","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  171",",,Q"
"ET000063500","1988-11-18","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  131",",,Q"
"ET000063500","1988-11-19","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  136",",,Q"
"ET000063500","1988-11-20","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  145",",,Q"
"ET000063500","1988-11-21","6.083","37.633","1290.0","ARBA MINCH, ET","  294",",,Q","  130",",,Q"
"ET000063500","1988-11-22","6.083","37.633","1290.0","ARBA MINCH, ET","  296",",,Q","  144",",,Q"
"ET000063500","1988-11-23","6.083","37.633","1290.0","ARBA MINCH, ET","  298",",,Q","  125",",,Q"
"ET000063500","1988-11-24","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  140",",,Q"
"ET000063500","1988-11-25","6.083","37.633","1290.0","ARBA MINCH, ET","  311",",,Q","  127",",,Q"
"ET000063500","1988-11-26","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  136",",,Q"
"ET000063500","1988-11-27","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  151",",,Q"
"ET000063500","1988-11-28","6.083","37.633","1290.0","ARBA MINCH, ET","  307",",,Q","  122",",,Q"
"ET000063500","1988-11-29","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  143",",,Q"
"ET000063500","1988-11-30","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  111",",,Q"
"ET000063500","1988-12-01","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  117",",,Q"
"ET000063500","1988-12-02","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  120",",,Q"
"ET000063500","1988-12-03","6.083","37.633","1290.0","ARBA MINCH, ET","  292",",,Q","  120",",,Q"
"ET000063500","1988-12-04","6.083","37.633","1290.0","ARBA MINCH, ET","  290",",,Q","  136",",,Q"
"ET000063500","1988-12-05","6.083","37.633","1290.0","ARBA MINCH, ET","  299",",,Q","  110",",,Q"
"ET000063500","1988-12-06","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  125",",,Q"
"ET000063500","1988-12-07","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  130",",,Q"
"ET000063500","1988-12-08","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  149",",,Q"
"ET000063500","1988-12-09","6.083","37.633","1290.0","ARBA MINCH, ET","  308",",,Q","  153",",,Q"
"ET000063500","1988-12-10","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  167",",,Q"
"ET000063500","1988-12-11","6.083","37.633","1290.0","ARBA MINCH, ET","  300",",,Q","  154",",,Q"
"ET000063500","1988-12-12","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  157",",,Q"
"ET000063500","1988-12-13","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  139",",,Q"
"ET000063500","1988-12-14","6.083","37.633","1290.0","ARBA MINCH, ET","  306",",,Q","  119",",,Q"
"ET000063500","1988-12-15","6.083","37.633","1290.0","ARBA MINCH, ET","  317",",,Q","  120",",,Q"
"ET000063500","1988-12-16","6.083","37.633","1290.0","ARBA MINCH, ET","  318",",,Q","  136",",,Q"
"ET000063500","1988-12-17","6.083","37.633","1290.0","ARBA MINCH, ET","  320",",,Q","  164",",,Q"
"ET000063500","1988-12-18","6.083","37.633","1290.0","ARBA MINCH, ET","  312",",,Q","  162",",,Q"
"ET000063500","1988-12-19","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  175",",,Q"
"ET000063500","1988-12-20","6.083","37.633","1290.0","ARBA MINCH, ET","  297",",,Q","  161",",,Q"
"ET000063500","1988-12-21","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  154",",,Q"
"ET000063500","1988-12-22","6.083","37.633","1290.0","ARBA MINCH, ET","  314",",,Q","  154",",,Q"
"ET000063500","1988-12-23","6.083","37.633","1290.0","ARBA MINCH, ET","  302",",,Q","  136",",,Q"
"ET000063500","1988-12-24","6.083","37.633","1290.0","ARBA MINCH, ET","  310",",,Q","  113",",,Q"
"ET000063500","1988-12-25","6.083","37.633","1290.0","ARBA MINCH, ET","  311",",,Q","  134",",,Q"
"ET000063500","1988-12-26","6.083","37.633","1290.0","ARBA MINCH, ET","  304",",,Q","  130",",,Q"
"ET000063500","1988-12-27","6.083","37.633","1290.0","ARBA MINCH, ET","  315",",,Q","  152",",,Q"
"ET000063500","1988-12-28","6.083","37.633","1290.0","ARBA MINCH, ET","  311",",,Q","  202",",,Q"
"ET000063500","1988-12-29","6.083","37.633","1290.0","ARBA MINCH, ET","  318",",,Q","  175",",,Q"
"ET000063500","1988-12-30","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  178",",,Q"
"ET000063500","1988-12-31","6.083","37.633","1290.0","ARBA MINCH, ET","  303",",,Q","  148",",,Q"
